D:\MySQL\MySQL Server 5.0\bin\mysqld-nt, Version: 5.0.45-community-nt-log (MySQL Community Edition (GPL)). started with:
TCP Port: 3306, Named Pipe: (null)
Time                 Id Command    Argument
090720 14:38:00	      1 Connect     admin@localhost on jamwiki
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'collectivism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Mutualism (economic theory)' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'individualist anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Fernando Tarrida del M�rmol' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'toleration' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Voltairine de Cleyre' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Errico Malatesta' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Fred Woodworth' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:main' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Anarcho-syndicalism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Image:Anarchist flag.svg' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'trade union' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Workers\' self-management' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'direct action' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'general strike' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'workers\' self-management' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist communism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'collectivist anarchist' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'economic system' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Rudolf Rocker' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Anarchism in France' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Anarchism in Spain' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'International Workers Association' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Central Organisation of the Workers of Sweden' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Sweden' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Unione Sindacale Italiana' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Italy' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Confederaci�n Nacional del Trabajo' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Industrial Workers of the World' order by jam_topic.delete_date
090720 14:38:01	      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Temporary Autonomous Zone' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Peter Lamborn Wilson' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Image:Bey hakim.jpg' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Syncretic politics' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'United States' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Anarcho-capitalism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'libertarianism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'individualist anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'feminism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'environmentalism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Post-left anarchy' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'left-wing politics' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'ideology' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Post-anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'poststructuralist' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Saul Newman' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Todd May' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Gilles Deleuze' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'F�lix Guattari' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'autonomism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'situationism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'postcolonialism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Zapatismo' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'insurrectionary anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Wolfi Landstreicher' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Alfredo M. Bonanno' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Murray Rothbard' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Image:Murray Rothbard.jpg' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:main' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Anarcho-capitalism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'free market anarchism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'property' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anti-capitalism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchism and anarcho-capitalism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist communism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'free market' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'state capitalism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Murray Rothbard' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'big business' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'coercion' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'natural right' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'contractarian' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
